lol﻿,name,unit,unit_type,bedroom,group,tenantid,resident_name,resident_rent,unit_rent,status,days_vacant,move_in,move_out,lease_from,lease_to,amenities,company_id
,Kendall Lakes,045-0200,cd2-25bl,2,Occupied No Notice,t0018195,Israel Martinez,1703,1906,Current,0,10/30/15,,10/30/16,10/29/17,,1
,Kendall Lakes,045-0201,cd2-25bl,2,Occupied No Notice,t0021351,Angel Vargas,1763,1906,Current,0,8/15/16,,8/15/16,8/14/17,,1
,Kendall Lakes,045-0202,cd2-25bs,2,Occupied No Notice,t0001749,Michael Gregory,1639,1906,Current,0,3/18/10,,6/1/16,5/31/17,,1
,Kendall Lakes,045-0203,cd2-25bl,2,Occupied No Notice,t0016354,Susan Davies,1609,1906,Current,0,5/9/15,,4/9/16,4/8/17,,1
,Kendall Lakes,045-0204,cd2-25bl,2,Occupied No Notice,t0001751,Ricardo Cuevas,1594,1906,Current,0,1/1/00,,8/1/16,7/31/17,,1
,Kendall Lakes,045-0205,cd2-25bs,2,Occupied No Notice,t0001752,Mario Rosenthal,1759,1906,Current,0,9/30/10,,2/1/17,1/31/18,,1
,Kendall Lakes,045-0206,cd2-25bl,2,Occupied No Notice,t0001753,Nicholas Duncan,1538,1906,Current,0,2/4/12,,6/1/16,5/31/17,,1
,Kendall Lakes,045-0207,cd2-25bl,2,Occupied No Notice,t0020356,Anika Abreu,1693,1906,Current,0,5/15/16,,5/15/16,5/14/17,,1
,Kendall Lakes,045-0208,cd2-25bl,2,Occupied No Notice,t0001755,Oriana Casanas,1604,1906,Current,0,5/1/11,,9/1/16,8/31/17,,1
,Kendall Lakes,045-0209,cd2-25bl,2,Occupied No Notice,t0020157,Jake Porter,1689,1906,Current,0,4/28/16,,4/28/16,4/27/17,,1
,Kendall Lakes,045-0210,cd2-25bl,2,Occupied No Notice,t0001757,Bethanny Ferry,1759,1906,Current,0,8/29/12,,2/1/17,1/31/18,,1
,Kendall Lakes,045-0211,cd2-25bl,2,Occupied No Notice,t0001758,Skye Aniko,1559,1906,Current,0,8/24/12,,11/1/16,10/31/17,,1
,Kendall Lakes,057-0101,cd2-2b1,2,Occupied No Notice,t0021709,Philip De la Cal,1977,2086,Current,0,8/19/16,,8/19/16,5/18/17,Floor Premium 6,1
,Kendall Lakes,057-0102,cd2-2b1,2,Occupied No Notice,t0020802,Cortland Messam,1901,2041,Current,0,6/18/16,,6/18/16,6/17/17,Floor Premium 3,1
,Kendall Lakes,057-0103,cd2-2b1,2,Occupied No Notice,t0020337,John Fox,1894,2041,Current,0,4/30/16,,4/30/16,2/28/18,Floor Premium 3,1
,Kendall Lakes,057-0104,cd3-2c1,3,Occupied No Notice,t0001762,Daniel Villegas,2070,2226,Current,0,5/29/12,,8/1/16,7/31/17,Floor Premium 4,1
,Kendall Lakes,057-0105,cd2-2b1,2,Occupied No Notice,t0015868,William Lapko,1759,2031,Current,0,3/15/14,,4/2/16,4/1/17,Floor Premium 1,1
,Kendall Lakes,057-0106,cd2-2b1,2,Occupied No Notice,t0021294,Rachel Fischer,1932,2056,Current,0,7/23/16,,7/23/16,4/22/17,Floor Premium 2,1
,Kendall Lakes,057-0107,cd1-1al,0,Occupied No Notice,t0012992,Ed Toro,1549,1711,Current,0,7/17/14,,6/17/16,6/16/17,Floor Premium 1,1
,Kendall Lakes,057-0108,cd1-1as,1,Occupied No Notice,t0020196,Austin Bunsen,1510,1656,Current,0,5/28/16,,5/28/16,5/27/17,,1
,Kendall Lakes,057-0201,cd2-2b1,2,Occupied No Notice,t0021042,Jose Cartagena,1946,2086,Current,0,7/15/16,,7/15/16,7/14/17,Floor Premium 6,1
,Kendall Lakes,057-0202,cd2-2b1,2,Occupied No Notice,t0064341,Bianca Monaco,1896,2036,Current,0,7/12/16,,7/12/16,7/11/17,Floor Premium 4,1
,Kendall Lakes,057-0203,cd2-2b1,2,Occupied No Notice,t0010576,Juha Mikkola,1889,2036,Current,0,2/1/14,,3/1/16,2/28/18,Floor Premium 4,1
,Kendall Lakes,057-0204,cd3-2c1,3,Occupied No Notice,t0001767,Johanna Mikkola,2039,2216,Current,0,7/12/14,,7/12/16,7/11/17,,1
,Kendall Lakes,057-0205,cd2-2b1,2,Occupied No Notice,t0073723,Don Morehouse,1962,2026,Current,0,1/20/17,,1/20/17,8/19/17,,1
,Kendall Lakes,057-0206,cd2-2b1,2,Occupied No Notice,t0012912,Mario Aguayo,2054,2051,Current,0,7/9/14,,5/9/16,12/8/16,Floor Premium 8,1
,Kendall Lakes,057-0207,cd1-1al,0,Occupied No Notice,t0021703,Israel Martinez,1575,1706,Current,0,8/18/16,,8/18/16,4/17/17,,1
,Kendall Lakes,057-0208,cd2-2b2,2,Occupied No Notice,t0019155,Angel Vargas,1949,2096,Current,0,2/15/16,,1/15/17,1/14/18,,1
,Kendall Lakes,057-0209,cd3-2c2,3,Occupied No Notice,t0001779,Michael Gregory,2161,2411,Current,0,4/1/14,,5/1/16,4/30/17,Floor Premium 7,1
,Kendall Lakes,057-0210,cd2-2b1,2,Occupied No Notice,t0020048,Susan Davies,1930,2086,Current,0,3/30/16,,3/30/16,2/28/17,Balcony Premium 1- Floor Premium 2,1
,Kendall Lakes,057-0211,cd2-2b3s,2,Occupied No Notice,t0021256,Ricardo Cuevas,1993,2096,Current,0,8/2/16,,8/2/16,8/1/17,,1
,Kendall Lakes,057-0212,cd2-2b3l,2,Occupied No Notice,t0003556,Mario Rosenthal,2009,2186,Current,0,5/1/14,,5/1/16,4/30/17,Floor Premium 7,1
,Kendall Lakes,057-0301,cd2-2b1,2,Notice Rented,t0021734,Nicholas Duncan,1939,2086,Future,0,5/1/17,,5/1/17,4/30/18,Floor Premium 6,1
,Kendall Lakes,057-0302,cd2-2b1,2,Occupied No Notice,t0020810,Anika Abreu,1901,2041,Current,0,6/29/16,,6/29/16,6/28/17,Floor Premium 3,1
,Kendall Lakes,057-0303,cd2-2b1,2,Occupied No Notice,t0021710,Oriana Casanas,1932,2041,Current,0,8/19/16,,8/19/16,5/18/17,Floor Premium 3,1
,Kendall Lakes,057-0304,cd3-2c1,3,Occupied No Notice,t0019054,Jake Porter,2104,2226,Current,0,7/30/16,,7/30/16,7/29/17,Floor Premium 4,1
,Kendall Lakes,057-0305,cd2-2b1,2,Occupied No Notice,t0008911,Bethanny Ferry,1884,2031,Current,0,8/22/13,,9/22/16,9/21/17,Floor Premium 1,1
,Kendall Lakes,057-0306,cd2-2b1,2,Occupied No Notice,t0021495,Skye Aniko,1916,2081,Current,0,8/16/16,,8/16/16,4/15/17,Bedroom Tile- Floor Premium 2,1
,Kendall Lakes,057-0307,cd1-1al,0,Occupied No Notice,t0021984,Philip De la Cal,1581,1706,Current,0,9/23/16,,9/23/16,8/22/17,,1
,Kendall Lakes,057-0308,cd2-2b2,2,Occupied No Notice,t0016652,Cortland Messam,1954,2101,Current,0,6/1/15,,11/1/16,10/31/17,Floor Premium 1,1
,Kendall Lakes,057-0309,cd3-2c2,3,Occupied No Notice,t0001695,John Fox,2214,2391,Current,0,5/15/15,,5/15/16,5/14/17,,1
,Kendall Lakes,057-0310,cd2-2b1,2,Occupied No Notice,t0019741,Daniel Villegas,1906,2066,Current,0,3/24/16,,3/24/16,3/23/17,Balcony Premium 2,1
,Kendall Lakes,057-0311,cd2-2b3s,2,Occupied No Notice,t0021216,William Lapko,1956,2096,Current,0,7/21/16,,7/21/16,7/20/17,,1
,Kendall Lakes,057-0312,cd2-2b3l,2,Occupied No Notice,t0001792,Rachel Fischer,1984,2166,Current,0,6/26/12,,9/1/16,7/31/17,,1
,Kendall Lakes,057-0401,cd2-2b1,2,Occupied No Notice,t0011637,Ed Toro,1939,2086,Current,0,3/14/15,,3/14/16,2/13/18,Floor Premium 6,1
,Kendall Lakes,057-0402,cd2-2b1,2,Occupied No Notice,t0001746,Austin Bunsen,1911,2051,Current,0,7/1/16,,7/1/16,6/30/17,Floor Premium 8,1
,Kendall Lakes,057-0403,cd2-2b1,2,Occupied No Notice,t0009965,Jose Cartagena,1943,2051,Current,0,11/10/16,,11/10/16,11/9/17,Floor Premium 8,1
,Kendall Lakes,057-0404,cd3-2c1,3,Occupied No Notice,t0011428,Bianca Monaco,2059,2236,Current,0,12/1/14,,7/1/16,6/30/17,Floor Premium 7,1
,Kendall Lakes,057-0405,cd2-2b1,2,Occupied No Notice,t0019713,Juha Mikkola,1889,2036,Current,0,3/1/16,,3/1/16,2/28/18,Floor Premium 4,1
,Kendall Lakes,057-0406,cd2-2b1,2,Occupied No Notice,t0068529,Johanna Mikkola,1934,2061,Current,0,8/12/16,,8/12/16,8/11/17,Balcony Premium 4,1
,Kendall Lakes,057-0407,cd1-1al,0,Notice Rented,t0012871,Don Morehouse,1538,1706,Future,0,3/12/17,,3/12/17,3/11/18,,1
,Kendall Lakes,057-0408,cd2-2b2,2,Occupied No Notice,t0020803,Mario Aguayo,1966,2106,Current,0,6/18/16,,6/18/16,6/17/17,Floor Premium 4,1
,Kendall Lakes,057-0409,cd3-2c2,3,Notice Unrented,t0022960,Israel Martinez,2255,2401,Notice,0,3/12/16,3/11/17,3/12/16,3/11/17,Floor Premium 4,1
,Kendall Lakes,057-0410,cd2-2b1,2,Occupied No Notice,t0001803,Angel Vargas,1849,2071,Current,0,7/26/12,,10/1/16,9/30/17,Balcony Premium 4- Floor Premium 4,1
,Kendall Lakes,057-0411,cd2-2b3s,2,Occupied No Notice,t0020907,Michael Gregory,1956,2096,Current,0,6/25/16,,6/25/16,6/24/17,,1
,Kendall Lakes,057-0412,cd2-2b3l,2,Occupied No Notice,t0001805,Susan Davies,1964,2171,Current,0,8/24/12,,11/1/16,10/31/17,Floor Premium 1,1
,Kendall Lakes,057-0501,cd2-2b1,2,Notice Rented,t0023224,Ricardo Cuevas,2012,2086,Applicant,0,4/2/17,,4/2/17,4/1/18,Floor Premium 6,1
,Kendall Lakes,057-0502,cd2-2b1,2,Occupied No Notice,t0014155,Mario Rosenthal,1859,2076,Current,0,11/15/14,,10/15/16,10/14/17,Floor Premium 5,1
,Kendall Lakes,057-0503,cd2-2b1,2,Occupied No Notice,t0001808,Nicholas Duncan,1864,2076,Current,0,8/15/12,,11/1/16,10/31/17,Floor Premium 5,1
,Kendall Lakes,057-0504,cd3-2c1,3,Occupied No Notice,t0015952,Anika Abreu,2084,2261,Current,0,4/11/15,,4/11/16,4/10/17,Balcony Premium 3,1
,Kendall Lakes,057-0505,cd2-2b1,2,Occupied No Notice,t0019288,Oriana Casanas,1934,2061,Current,0,1/16/16,,12/16/16,7/15/17,Balcony Premium 4,1
,Kendall Lakes,057-0506,cd2-2b1,2,Occupied No Notice,t0010046,Jake Porter,1829,2076,Current,0,1/15/14,,9/15/16,9/14/17,Floor Premium 5,1
,Kendall Lakes,057-0507,cd1-1al,0,Notice Unrented,t0020045,Bethanny Ferry,1556,1711,Notice,0,4/1/16,4/30/17,4/1/16,2/28/17,Floor Premium 1,1
,Kendall Lakes,057-0508,cd2-2b2,2,Occupied No Notice,t0014107,Skye Aniko,1964,2,Current,0,4/21/15,,4/21/16,4/20/18,Floor Premium 3,1
,Kendall Lakes,057-0509,cd3-2c2,3,Occupied No Notice,t0022589,Philip De la Cal,2293,2411,Current,0,12/2/16,,12/2/16,12/1/17,Floor Premium 7,1
,Kendall Lakes,057-0510,cd2-2b1,2,Occupied No Notice,t0020165,Cortland Messam,1959,2086,Current,0,8/15/16,,8/15/16,8/14/17,Floor Premium 6,1
,Kendall Lakes,057-0511,cd2-2b3s,2,Occupied No Notice,t0013660,John Fox,1929,2096,Current,0,9/13/14,,10/13/16,10/12/17,,1
,Kendall Lakes,057-0512,cd2-2b3l,2,Occupied No Notice,t0020513,Daniel Villegas,2034,2176,Current,0,5/28/16,,5/28/16,2/27/17,Floor Premium 4,1
,Kendall Lakes,057-0601,cd2-2b1,2,Occupied No Notice,t0020781,William Lapko,1956,2096,Current,0,6/7/16,,6/7/16,6/6/17,Location,1
,Kendall Lakes,057-0602,cd2-2b1,2,Occupied No Notice,t0019584,Rachel Fischer,1963,2096,Current,0,8/5/16,,8/5/16,3/4/17,Location,1
,Kendall Lakes,057-0603,cd2-2b1,2,Occupied No Notice,t0014522,Ed Toro,1849,2096,Current,0,11/29/14,,4/29/16,4/28/17,Location,1
,Kendall Lakes,057-0604,cd3-2c1,3,Occupied No Notice,t0001822,Austin Bunsen,2129,2276,Current,0,5/29/12,,9/1/16,8/31/17,Floor Premium 6,1
,Kendall Lakes,057-0605,cd2-2b1,2,Occupied No Notice,t0022685,Jose Cartagena,1999,2086,Current,0,2/6/17,,2/6/17,2/5/18,Floor Premium 6,1
,Kendall Lakes,057-0606,cd2-2b1,2,Occupied No Notice,t0018796,Bianca Monaco,1886,2086,Current,0,12/10/15,,8/13/16,3/12/17,Floor Premium 6,1
,Kendall Lakes,057-0607,cd1-1al,0,Occupied No Notice,t0005681,Juha Mikkola,1549,1721,Current,0,8/5/13,,7/5/16,7/4/17,Floor Premium 3,1
,Kendall Lakes,057-0608,cd2-2b2,2,Occupied No Notice,t0017224,Johanna Mikkola,2001,2136,Current,0,1/2/16,,1/2/17,1/1/18,Balcony Premium 2,1
,Kendall Lakes,057-0609,cd3-2c2,3,Occupied No Notice,t0020606,Don Morehouse,2244,2421,Current,0,5/21/16,,5/21/16,5/20/17,Floor Premium 2,1
,Kendall Lakes,057-0610,cd2-2b1,2,Occupied No Notice,t0016003,Mario Aguayo,1929,2101,Current,0,3/21/15,,1/21/17,1/20/18,Balcony Premium 6- Floor Premium 6,1
,Kendall Lakes,057-0611,cd2-2b3s,2,Occupied No Notice,t0015250,Israel Martinez,1944,2106,Current,0,1/28/15,,10/28/16,10/27/17,Floor Premium 4,1
,Kendall Lakes,057-0612,cd2-2b3l,2,Occupied No Notice,t0020481,Angel Vargas,2044,2186,Current,0,6/30/16,,6/30/16,6/29/17,Floor Premium 7,1
,Kendall Lakes,057-0701,cd2-2b1,2,Occupied No Notice,t0017873,Michael Gregory,2126,2106,Current,0,9/9/15,,1/9/17,8/8/17,Floor Premium 4- Location,1
,Kendall Lakes,057-0702,cd2-2b1,2,Occupied No Notice,t0018829,Susan Davies,1849,2106,Current,0,12/7/15,,8/7/16,8/6/17,Floor Premium 4- Location,1
,Kendall Lakes,057-0703,cd2-2b1,2,Occupied No Notice,t0002110,Ricardo Cuevas,1959,2106,Current,0,2/4/13,,4/4/16,5/3/18,Floor Premium 4- Location,1
,Kendall Lakes,057-0704,cd3-2c1,3,Occupied No Notice,t0021144,Mario Rosenthal,2014,2286,Current,0,7/26/16,,7/26/16,7/25/17,Location,1
,Kendall Lakes,057-0705,cd2-2b1,2,Occupied No Notice,t0019737,Nicholas Duncan,1943,2091,Current,0,2/27/16,,2/27/16,2/26/17,Balcony Premium 7,1
,Kendall Lakes,057-0706,cd2-2b1,2,Occupied No Notice,t0017181,Anika Abreu,1819,2091,Current,0,7/4/15,,7/4/16,7/3/17,Balcony Premium 7,1
,Kendall Lakes,057-0707,cd1-1al,0,Occupied No Notice,t0017449,Oriana Casanas,1554,1726,Current,0,8/18/15,,7/18/16,7/17/17,Floor Premium 7,1
,Kendall Lakes,057-0708,cd2-2b2,2,Occupied No Notice,t0022639,Jake Porter,2042,2141,Current,0,12/17/16,,12/17/16,12/16/17,Balcony Premium 3,1
,Kendall Lakes,057-0709,cd3-2c2,3,Occupied No Notice,t0009573,Bethanny Ferry,2284,2431,Current,0,12/13/13,,1/13/17,1/12/18,Balcony Premium 2,1
,Kendall Lakes,057-0710,cd2-2b1,2,Occupied No Notice,t0020072,Skye Aniko,1995,2,Current,0,8/22/16,,8/22/16,4/21/17,Balcony Premium 7- Floor Premium 7,1
,Kendall Lakes,057-0711,cd2-2b3s,2,Occupied No Notice,t0016269,Philip De la Cal,2119,2116,Current,0,6/24/15,,4/24/16,11/23/16,Floor Premium 7,1
,Kendall Lakes,057-0712,cd2-2b3l,2,Occupied No Notice,t0017829,Cortland Messam,2098,2196,Current,0,12/30/16,,12/30/16,12/29/17,Floor Premium 2,1
,Kendall Lakes,057-0801,cd2-2b1,2,Occupied No Notice,t0001843,John Fox,1859,2131,Current,0,6/10/12,,5/1/16,4/30/17,Balcony Premium 4- Location,1
,Kendall Lakes,057-0802,cd2-2b1,2,Occupied No Notice,t0020824,Daniel Villegas,1998,2131,Current,0,7/30/16,,7/30/16,7/29/17,Balcony Premium 4- Location,1
,Kendall Lakes,057-0803,cd2-2b1,2,Occupied No Notice,t0066824,William Lapko,1998,2131,Current,0,7/16/16,,7/16/16,7/15/17,Balcony Premium 4- Location,1
,Kendall Lakes,057-0804,cd3-2c1,3,Occupied No Notice,t0001832,Rachel Fischer,2164,2311,Current,0,1/8/15,,1/8/17,1/7/18,Floor Premium 8- Location,1
,Kendall Lakes,057-0805,cd2-2b1,2,Occupied No Notice,t0010148,Ed Toro,1969,2116,Current,0,12/6/13,,12/6/16,7/5/17,Floor Premium 7- Location,1
,Kendall Lakes,057-0806,cd2-2b1,2,Notice Unrented,t0021468,Austin Bunsen,1983,2116,Notice,0,8/2/16,5/31/17,8/2/16,3/1/17,Floor Premium 7- Location,1
,Kendall Lakes,057-0807,cd1-1al,0,Occupied No Notice,t0020554,Jose Cartagena,1621,1751,Current,0,8/22/16,,8/22/16,8/21/17,Balcony Premium 3,1
,Kendall Lakes,057-0808,cd2-2b2,2,Occupied No Notice,t0001851,Bianca Monaco,1979,2156,Current,0,6/28/12,,10/1/16,9/30/17,Floor Premium 6,1
,Kendall Lakes,057-0809,cd3-2c2,3,Occupied No Notice,t0001852,Juha Mikkola,2221,2456,Current,0,4/1/12,,6/1/16,5/31/17,Balcony Premium 7,1
,Kendall Lakes,057-0810,cd2-2b1,2,Occupied No Notice,t0019050,Johanna Mikkola,2139,2136,Current,0,12/24/15,,12/24/15,11/23/16,Balcony Premium 8- Floor Premium 8,1
,Kendall Lakes,057-0811,cd2-2b3s,2,Occupied No Notice,t0068562,Don Morehouse,2015,2141,Current,0,8/13/16,,8/13/16,8/12/17,Balcony Premium 3,1
,Kendall Lakes,057-0812,cd2-2b3l,2,Occupied No Notice,t0020970,Mario Aguayo,2071,2211,Current,0,7/11/16,,7/11/16,7/10/17,Balcony Premium 3,1
,Kendall Lakes,065-1000,cd2-15j,2,Occupied No Notice,t0012615,Israel Martinez,1464,1746,Current,0,7/7/14,,5/7/16,5/6/17,,1
,Kendall Lakes,065-1001,cd1-15es,1,Occupied No Notice,t0001857,Angel Vargas,1399,1546,Current,0,11/1/10,,2/1/17,1/31/18,,1
,Kendall Lakes,065-1002,cd1-15es,1,Occupied No Notice,t0001898,Michael Gregory,1244,1546,Current,0,7/31/16,,7/31/16,7/30/17,Tile Upgrade,1
,Kendall Lakes,065-1003,cd1-15es,1,Occupied No Notice,t0001859,Susan Davies,1399,1546,Current,0,1/1/00,,5/1/16,4/30/18,,1
,Kendall Lakes,065-1004,cd1-15es,1,Occupied No Notice,t0001860,Ricardo Cuevas,1399,1546,Current,0,8/31/10,,1/1/17,12/31/17,,1
,Kendall Lakes,065-1005,cd1-15es,1,Occupied No Notice,t0016780,Mario Rosenthal,1369,1546,Current,0,6/24/15,,8/1/16,7/31/17,,1
,Kendall Lakes,065-1006,cd2-15j,2,Occupied No Notice,t0001862,Nicholas Duncan,1569,1746,Current,0,8/1/11,,9/1/16,8/31/17,,1
,Kendall Lakes,065-1007,cd2-15j,2,Occupied No Notice,t0065,Anika Abreu,1554,1746,Current,0,7/30/16,,7/30/16,7/29/17,,1
,Kendall Lakes,065-1008,cd2-15j,2,Occupied No Notice,t0016858,Oriana Casanas,1514,1746,Current,0,6/3/15,,6/3/16,6/2/17,,1
,Kendall Lakes,065-1009,cd2-15j,2,Occupied No Notice,t0015137,Jake Porter,1515,1746,Current,0,2/20/15,,2/20/17,2/19/18,,1
,Kendall Lakes,065-1010,cd2-2j,2,Occupied No Notice,t0075089,Bethanny Ferry,1710,1831,Current,0,1/28/17,,1/28/17,12/27/17,,1
,Kendall Lakes,065-1011,cd2-2j,2,Occupied No Notice,t0005580,Skye Aniko,1699,1831,Current,0,10/18/16,,10/18/16,9/17/17,,1
,Kendall Lakes,065-1012,cd2-2j,2,Occupied No Notice,t0015693,Philip De la Cal,1699,1831,Current,0,11/4/16,,11/4/16,11/3/17,Tile Upgrade,1
,Kendall Lakes,065-2000,cd2-15j,2,Vacant Rented Ready,t0023237,Cortland Messam,1599,1746,Applicant,21,3/1/17,,3/1/17,2/28/18,,1
,Kendall Lakes,065-2001,cd1-15es,1,Occupied No Notice,t0017619,John Fox,1419,1546,Current,0,11/1/16,,11/1/16,10/31/17,,1
,Kendall Lakes,065-2002,cd1-15es,1,Occupied No Notice,t0020469,Daniel Villegas,1375,1546,Current,0,6/10/16,,6/10/16,6/9/17,,1
,Kendall Lakes,065-2003,cd1-15es,1,Occupied No Notice,t0010477,William Lapko,1399,1546,Current,0,2/1/14,,2/1/17,1/31/18,,1
,Kendall Lakes,065-2004,cd1-15es,1,Occupied No Notice,t0015825,Rachel Fischer,1399,1546,Current,0,4/1/15,,4/1/16,3/31/18,,1
,Kendall Lakes,065-2005,cd1-15es,1,Occupied No Notice,t0016818,Ed Toro,1339,1546,Current,0,6/13/15,,6/13/16,6/12/17,,1
,Kendall Lakes,065-2006,cd2-15j,2,Occupied No Notice,t0073549,Austin Bunsen,1603,1746,Current,0,12/20/16,,12/20/16,12/19/17,,1
,Kendall Lakes,065-2007,cd2-15j,2,Occupied No Notice,t0001875,Jose Cartagena,1400,1746,Current,0,7/11/14,,8/11/16,7/10/17,,1
,Kendall Lakes,065-2008,cd2-15j,2,Occupied No Notice,t0013410,Bianca Monaco,1514,1746,Current,0,8/30/14,,6/30/16,5/29/17,,1
,Kendall Lakes,065-2009,cd2-15j,2,Occupied No Notice,t0001878,Juha Mikkola,1439,1746,Current,0,5/15/10,,11/1/16,10/31/17,,1
,Kendall Lakes,065-2010,cd2-2j,2,Occupied No Notice,t0016959,Johanna Mikkola,1644,1831,Current,0,8/10/15,,7/10/16,7/9/17,,1
,Kendall Lakes,065-2011,cd2-2j,2,Occupied No Notice,t0011325,Don Morehouse,1684,1831,Current,0,4/1/14,,4/1/16,3/31/18,Tile Upgrade,1
,Kendall Lakes,065-2012,cd2-2j,2,Occupied No Notice,t0001881,Mario Aguayo,1567,1831,Current,0,1/1/00,,8/1/16,7/31/17,,1
,Kendall Lakes,065-3000,cd2-15j,2,Occupied No Notice,t0021706,Israel Martinez,1576,1746,Current,0,8/31/16,,8/31/16,8/30/17,,1
,Kendall Lakes,065-3001,cd1-15es,1,Notice Unrented,t0017662,Angel Vargas,1339,1546,Eviction,0,8/15/15,4/21/17,7/15/16,7/14/17,,1
,Kendall Lakes,065-3002,cd1-15es,1,Occupied No Notice,t0064155,Michael Gregory,1375,1546,Current,0,6/25/16,,6/25/16,6/24/17,,1
,Kendall Lakes,065-3003,cd1-15es,1,Occupied No Notice,t0022915,Susan Davies,1462,1546,Current,0,1/14/17,,1/14/17,8/13/17,,1
,Kendall Lakes,065-3004,cd1-15es,1,Occupied No Notice,t0018154,Ricardo Cuevas,1549,1546,Current,0,9/4/15,,9/4/15,9/3/16,,1
,Kendall Lakes,065-3005,cd1-15es,1,Occupied No Notice,t0019672,Mario Rosenthal,1399,1546,Current,0,3/19/16,,3/19/16,3/18/18,Tile Upgrade,1
,Kendall Lakes,065-3006,cd2-15j,2,Occupied No Notice,t0022570,Nicholas Duncan,1603,1746,Current,0,11/23/16,,11/23/16,11/22/17,,1
,Kendall Lakes,065-3007,cd2-15j,2,Occupied No Notice,t0010209,Anika Abreu,1504,1746,Current,0,12/11/13,,10/11/16,10/10/17,,1
,Kendall Lakes,065-3008,cd2-15j,2,Occupied No Notice,t0001892,Oriana Casanas,1424,1746,Current,0,7/1/11,,10/1/16,9/30/17,,1
,Kendall Lakes,065-3009,cd2-15j,2,Occupied No Notice,t0001893,Jake Porter,1394,1746,Current,0,5/1/11,,7/1/16,6/30/17,,1
,Kendall Lakes,065-3010,cd2-2j,2,Occupied No Notice,t0022127,Bethanny Ferry,1695,1831,Current,0,10/5/16,,10/5/16,5/4/17,,1
,Kendall Lakes,065-3011,cd2-2j,2,Occupied No Notice,t0001895,Skye Aniko,1834,1831,Current,0,1/1/00,,2/2/17,2/1/18,,1
,Kendall Lakes,065-3012,cd2-2j,2,Occupied No Notice,t0001896,Philip De la Cal,1684,1831,Current,0,12/1/11,,2/1/17,1/31/18,,1
,Kendall Lakes,065-4000,cd2-15j,2,Occupied No Notice,t0019311,Cortland Messam,1554,1746,Current,0,1/30/16,,12/30/16,7/29/17,,1
,Kendall Lakes,065-4001,cd1-15es,1,Notice Unrented,t0070220,John Fox,1464,1596,Notice,0,9/24/16,3/31/17,9/24/16,4/23/17,Kitchen and Bathroom Upgrade,1
,Kendall Lakes,065-4002,cd1-15es,1,Occupied No Notice,t0076729,Daniel Villegas,1438,1546,Current,0,2/10/17,,2/10/17,2/9/18,,1
,Kendall Lakes,065-4003,cd1-15es,1,Occupied No Notice,t0019520,William Lapko,1351,1546,Current,0,3/15/16,,3/15/16,3/14/17,,1
,Kendall Lakes,065-4004,cd1-15es,1,Occupied No Notice,t0017235,Rachel Fischer,1349,1546,Current,0,7/11/15,,7/11/16,7/10/17,,1
,Kendall Lakes,065-4005,cd1-15es,1,Occupied No Notice,t0019734,Ed Toro,1399,1546,Current,0,2/29/16,,2/29/16,2/28/18,,1
,Kendall Lakes,065-4006,cd2-15j,2,Occupied No Notice,t0021932,Austin Bunsen,1589,1746,Current,0,9/13/16,,9/13/16,6/12/17,,1
,Kendall Lakes,065-4007,cd2-15j,2,Occupied No Notice,t0001904,Jose Cartagena,1381,1746,Current,0,8/1/10,,11/1/16,10/31/17,,1
,Kendall Lakes,065-4008,cd2-15j,2,Occupied No Notice,t0016706,Bianca Monaco,1514,1746,Current,0,6/1/15,,6/1/16,5/31/17,,1
,Kendall Lakes,065-4009,cd2-15j,2,Occupied No Notice,t0016316,Juha Mikkola,1599,1746,Current,0,1/31/14,,1/28/17,1/27/18,,1
,Kendall Lakes,065-4010,cd2-2j,2,Vacant Unrented,t0019715,Johanna Mikkola,1617,1831,Past,11,3/10/16,2/10/17,3/10/16,2/9/17,,1
,Kendall Lakes,065-4011,cd2-2j,2,Occupied No Notice,t0001909,Don Morehouse,1434,1831,Current,0,3/1/12,,7/1/16,6/30/17,,1
,Kendall Lakes,065-4012,cd2-2j,2,Occupied No Notice,t0005668,Mario Aguayo,1544,1831,Current,0,8/30/13,,9/30/16,9/29/17,,1
,Kendall Lakes,075-1013,cd2-2g,2,Occupied No Notice,t0073658,Israel Martinez,1985,2,Current,0,11/30/16,,11/30/16,11/29/17,2nd Bedroom Tile- Bedroom Tile- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Washer & Dryer,1
,Kendall Lakes,075-1014,cd2-15j,2,Occupied No Notice,t0074079,Angel Vargas,1613,1746,Current,0,2/11/17,,2/11/17,2/10/18,Tile Upgrade,1
,Kendall Lakes,075-1015,cd1-15em,1,Occupied No Notice,t0016977,Michael Gregory,1369,1546,Current,0,7/10/15,,6/10/16,6/9/17,,1
,Kendall Lakes,075-1016,cd1-15em,1,Occupied No Notice,t0020649,Susan Davies,1372,1546,Current,0,6/10/16,,6/10/16,5/9/17,Bedroom Tile,1
,Kendall Lakes,075-1017,cd1-15em,1,Occupied No Notice,t0001915,Ricardo Cuevas,1231,1546,Current,0,3/1/11,,7/1/16,5/31/17,,1
,Kendall Lakes,075-1018,cd2-15j,2,Occupied No Notice,t0013666,Mario Rosenthal,1569,1746,Current,0,10/16/14,,10/16/16,10/15/17,,1
